Entity,Year,"Expenditure per student as % of GDP (primary), 1974-2014 - World Bank","Teacher-pupil ratio (primary), 1970-2014 - World Bank","Pri - Government expenditure per student, primary (% of GDP per capita)","Sec - Government expenditure per student, secondary (% of GDP per capita)","Tert - Government expenditure per student, tertiary (% of GDP per capita)",Total Government Expenditure on Education,Share of Education in Government Expenditure,Expenditure on primary as % of government expenditure on education
China,1988,,23.62223,,,,,,
China,1989,,22.78694,,,,,,
China,1990,,22.31881,,,,,,
China,1991,,21.93084,,,,,,
China,1992,,21.98751,,,,,,
China,1993,,22.07777,,,,,,
China,1994,,22.37416,,,,,,
China,1995,,22.85133,,,,,,
China,1996,,23.29628,,,,1.85964,,
China,1997,,23.73693,,,,,,
China,1998,5.95788,24.15677,5.95788,,59.29612,1.85111,14.55138,36.06416
China,1999,,,,11.54032,89.9974,1.89593,12.63153,32.59654
China,2001,,22.20572,,,,,,
China,2003,,21.05303,,,,,,
China,2006,,18.25192,,,,,,
China,2007,,17.68203,,,,,,
China,2008,,17.55452,,,,,,
China,2009,,17.21563,,,,,,
China,2010,,16.84376,,,,,,
China,2011,,16.78841,,,,,,
China,2012,,18.20779,,,,,,
China,2013,,16.85343,,,,,,
Cote d'Ivoire,1970,,43.03463,,,,,,
Cote d'Ivoire,1971,,45.01925,,,,,,
Cote d'Ivoire,1972,,46.14843,,,,,,
Cote d'Ivoire,1973,,43.57135,,,,,,
Cote d'Ivoire,1974,,46.07562,,,,,,
Cote d'Ivoire,1975,,44.53024,,,,,,
Cote d'Ivoire,1976,,43.80173,,,,,,
Cote d'Ivoire,1977,,43.15366,,,,,,
Cote d'Ivoire,1978,,43.04085,,,,,,
Cote d'Ivoire,1979,,41.06876,,,,,,
Cote d'Ivoire,1980,,38.77403,,,,,,
Cote d'Ivoire,1981,,38.72203,,,,,,
Cote d'Ivoire,1982,,36.44536,,,,,,
Cote d'Ivoire,1983,,36.26274,,,,,,
Cote d'Ivoire,1984,,35.78158,,,,,,
Cote d'Ivoire,1985,,36.48968,,,,,,
Cote d'Ivoire,1986,,36.25406,,,,,,
Cote d'Ivoire,1987,,36.05055,,,,,,
Cote d'Ivoire,1988,,36.24674,,,,,,
Cote d'Ivoire,1989,,37.10362,,,,,,
Cote d'Ivoire,1990,,36.28911,,,,,,
Cote d'Ivoire,1991,,36.27673,,,,,,
Cote d'Ivoire,1992,,37.06852,,,,,,
Cote d'Ivoire,1993,,35.64816,,,,,,
Cote d'Ivoire,1994,,39.14086,,,,,,
Cote d'Ivoire,1995,,44.64832,,,,,,
Cote d'Ivoire,1996,,41.01421,,,,4.05623,,
Cote d'Ivoire,1997,,,,,,4.03089,19.22015,
Cote d'Ivoire,1998,13.77988,41.66097,13.77988,,,3.78794,18.81477,43.1724
Cote d'Ivoire,1999,13.91062,42.71803,13.91062,40.17354,137.21889,4.09433,21.67118,41.68008
Cote d'Ivoire,2000,13.14602,44.97398,13.14602,,,3.70367,20.80695,41.55833
Cote d'Ivoire,2001,13.18662,46.07557,13.18662,,,3.66868,23.20203,42.21462
Cote d'Ivoire,2002,,43.88046,,,,4.09033,22.59234,
Cote d'Ivoire,2003,,42.35665,,,,3.96799,22.64824,
Cote d'Ivoire,2004,,,,,,4.12786,22.10709,
Cote d'Ivoire,2005,,,,,,4.10575,21.84566,
Cote d'Ivoire,2006,,46.10896,,,,4.11478,20.5064,
Cote d'Ivoire,2007,,41.00376,,,103.33561,4.29742,21.86688,
Cote d'Ivoire,2008,,41.8902,,,,4.44896,21.94258,
Cote d'Ivoire,2009,,42.12742,,,,,,
Cote d'Ivoire,2011,,48.84621,,,,,,
Cote d'Ivoire,2012,14.06419,41.71605,14.06419,,,,,
Cote d'Ivoire,2013,,41.00117,,,,,,
Cote d'Ivoire,2014,,,,,,4.71947,20.67385,39.09514
Costa Rica,1970,,29.81041,,,,,,
Costa Rica,1971,,29.52923,,,,,,
Costa Rica,1972,,29.07381,,,,,,
Costa Rica,1973,,28.89498,,,,,,
Costa Rica,1974,,29.09919,,,,,,
Costa Rica,1975,,29.06935,,,,,,
Costa Rica,1976,,28.20913,,,,,,
Costa Rica,1979,,26.72512,,,,,,
Costa Rica,1980,,27.68133,,,,,,
Costa Rica,1981,,33.02539,,,,,,
Costa Rica,1982,,31.63091,,,,,,
Costa Rica,1983,,31.9309,,,,,,
Costa Rica,1984,,33.78534,,,,,,
Costa Rica,1985,,31.48334,,,,,,
Costa Rica,1986,,32.27696,,,,,,
Costa Rica,1987,,31.48959,,,,,,
Costa Rica,1988,,31.9293,,,,,,
Costa Rica,1989,,32.28807,,,,,,
Costa Rica,1990,,31.88081,,,,,,
Costa Rica,1991,,32.19896,,,,,,
Costa Rica,1992,,32.29903,,,,,,
Costa Rica,1993,,32.44083,,,,,,
Costa Rica,1994,,31.37283,,,,,,
Costa Rica,1995,,30.60893,,,,,,
Costa Rica,1996,,29.54329,,,,3.83658,,
Costa Rica,1997,,28.61276,,,,,,
Costa Rica,1998,,27.52934,,,,,,
Costa Rica,1999,15.51693,26.82207,15.51693,21.43192,,4.86788,21.92369,47.25438
Costa Rica,2000,14.56761,24.94075,14.56761,18.91518,,4.39395,18.81951,46.52694
Costa Rica,2001,14.62216,24.31442,14.62216,20.67699,,4.70612,19.15282,42.75659
Costa Rica,2002,16.13404,22.59585,16.13404,22.90086,,5.06924,19.2405,42.41027
Costa Rica,2003,,,,,,5.06167,20.15172,
Costa Rica,2004,16.92943,22.34571,16.92943,17.02247,35.87988,4.89459,20.43089,45.45815
Costa Rica,2005,,21.34285,,,,,,
Costa Rica,2006,,19.70728,,,,,,
Costa Rica,2007,,19.494,,,,,,
Costa Rica,2008,,18.97453,,,,,,
Costa Rica,2009,,18.40435,,,,,,
Costa Rica,2010,,17.8517,,,,,,
Costa Rica,2011,,17.34208,,,,,,
Costa Rica,2013,23.34425,16.42801,23.34425,24.82041,33.82966,,,
Congo,1971,,61.85249,,,,,,
Congo,1972,,64.19569,,,,,,
Congo,1973,,63.43105,,,,,,
Congo,1974,,63.04043,,,,,,
Congo,1975,,60.79438,,,,,,
Congo,1976,,58.72304,,,,,,
Congo,1978,,51.79566,,,,,,
Congo,1979,,52.51186,,,,,,
Congo,1980,,55.89872,,,,,,
Congo,1981,,54.36627,,,,,,
Congo,1982,,58.1442,,,,,,
Congo,1983,,57.69873,,,,,,
Congo,1984,,56.79136,,,,,,
Congo,1985,,60.70168,,,,,,
Congo,1986,,61.43383,,,,,,
Congo,1987,,63.77437,,,,,,
Congo,1988,,66.09692,,,,,,
Congo,1989,,62.99504,,,,,,
Congo,1990,,64.42506,,,,,,
Congo,1991,,65.17788,,,,,,
Congo,1992,,63.20272,,,,,,
Congo,1993,,69.05732,,,,,,
Congo,1994,,73.41823,,,,,,
Congo,1995,,82.16833,,,,,,
Congo,1996,,72.74795,,,,,,
Congo,1997,,72.91752,,,,,,
Congo,1998,,63.95559,,,,4.06827,14.12653,
Congo,1999,,61.22946,,,,,,
Congo,2000,,60.48057,,,,,,
Congo,2001,,59.49181,,,,,,
Congo,2002,7.09444,56.20777,7.09444,16.37476,220.56471,3.20832,11.59277,35.35986
Congo,2003,,65.17102,,,,2.83616,9.51995,
Congo,2004,,82.79541,,,,2.28813,8.56181,
Congo,2005,2.96765,,2.96765,,,1.83577,7.59782,27.25437
Congo,2006,,54.79663,,,,,,
Congo,2007,,58.48011,,,,,,
Congo,2008,,51.80477,,,,,,
Congo,2009,,64.38062,,,,,,
Congo,2010,11.24503,49.14568,11.24503,,,6.22079,29.01843,30.99831
Congo,2011,,47.09289,,,,,,
Congo,2012,,44.442,,,,,,
Congo,2013,,,,,84.71457,,,
Cyprus,1971,,30.33333,,,,,,
Cyprus,1972,,28.90849,,,,,,
Cyprus,1973,,27.99215,,,,,,
Cyprus,1974,,27.65737,,,,,,
Cyprus,1975,,27.26131,,,,,,
Cyprus,1976,,26.9405,,,,,,
Cyprus,1977,,25.59686,,,,,,
Cyprus,1978,,23.77845,,,,,,
Cyprus,1979,,23.99867,,,,,,
Cyprus,1980,,22.99045,,,,,,
Cyprus,1981,,22.20748,,,,,,
Cyprus,1982,,20.92374,,,,,,
Cyprus,1983,,20.80054,,,,,,
Cyprus,1984,,21.0054,,,,,,
Cyprus,1985,,21.51726,,,,,,
Cyprus,1986,,22.77356,,,,,,
Cyprus,1987,,22.77666,,,,,,
Cyprus,1988,,21.96193,,,,,,
Cyprus,1989,,21.72401,,,,,,
Cyprus,1990,,21.37772,,,,,,
Cyprus,1991,,20.51548,,,,,,
Cyprus,1992,,19.31041,,,,,,
Cyprus,1993,,18.86012,,,,,,
Cyprus,1994,,18.78096,,,,,,
Cyprus,1995,,18.39116,,,,,,
Cyprus,1996,,18.73117,,,,,,
Cyprus,1997,,15.41195,,,,,,
Cyprus,1999,17.10772,18.26784,17.10772,28.21276,47.88273,4.79691,13.90828,31.2362
Cyprus,2000,16.00346,17.72506,16.00346,29.31878,61.06287,5.01779,14.27602,27.56949
Cyprus,2001,18.87862,17.19454,18.87862,30.24131,41.4412,5.14965,14.33211,31.1626
Cyprus,2002,19.95074,19.02568,19.95074,33.57489,44.44746,5.6183,14.91421,29.63918
Cyprus,2003,23.40635,18.94185,23.40635,37.31911,61.27124,6.71737,16.51523,27.94729
Cyprus,2004,22.08269,17.60724,22.08269,34.94188,52.33893,6.17329,15.777,27.50617
Cyprus,2005,23.38449,17.72706,23.38449,36.61926,59.72327,6.34274,15.74568,27.30502
Cyprus,2006,25.22828,16.46264,25.22828,36.72145,61.9459,6.39555,16.09478,27.79002
Cyprus,2007,26.45305,15.63024,26.45305,36.66631,56.96065,6.34744,16.60186,28.14934
Cyprus,2008,28.67584,14.75299,28.67584,38.33543,57.0288,6.80899,17.48246,27.78074
Cyprus,2009,31.51542,14.2405,31.51542,40.72946,52.82349,7.30415,17.12682,27.70021
Cyprus,2010,34.12361,13.75307,34.12361,40.74865,38.277,6.66191,15.68234,31.00808
Cyprus,2011,35.5012,13.44153,35.5012,41.74317,39.23187,6.64467,15.53671,31.3219
Cyprus,2012,,13.77462,,,,,,
Cuba,1971,,27.05996,,,,,,
Cuba,1972,,28.5622,,,,,,
Cuba,1973,,28.82339,,,,,,
Cuba,1974,,26.1997,,,,,,
Cuba,1975,,24.24474,,,,,,
Cuba,1976,,23.17937,,,,,,
Cuba,1977,,21.61838,,,,,,
Cuba,1978,,19.63922,,,,,,
Cuba,1979,,18.75056,,,,,,
Cuba,1980,,17.91887,,,,,,
Cuba,1981,,17.47407,,,,,,
Cuba,1982,,16.96203,,,,,,
Cuba,1983,,16.3521,,,,,,
Cuba,1984,,15.37914,,,,,,
Cuba,1985,,14.75258,,,,,,
Cuba,1986,,13.96964,,,,,,
Cuba,1987,,13.29788,,,,,,
Cuba,1988,,12.68259,,,,,,
Cuba,1989,,12.29152,,,,,,
Cuba,1990,,12.319,,,,,,
Cuba,1991,,12.51003,,,,,,
Cuba,1992,,12.34485,,,,,,
Cuba,1993,,12.37419,,,,,,
Cuba,1994,,12.90747,,,,,,
Cuba,1995,,13.57722,,,,,,
Cuba,1996,,11.86058,,,,,,
Cuba,1997,,11.7956,,,,,,
Cuba,1998,22.27969,11.83972,22.27969,,107.92779,6.20866,,35.06404
Cuba,1999,25.06832,11.7748,25.06832,37.18872,77.80729,6.75508,,35.9049
Cuba,2000,28.31769,11.49998,28.31769,41.24327,95.03556,7.70486,,34.50056
Cuba,2001,28.90505,10.73922,28.90505,40.62663,89.74443,8.35785,,31.15979
Cuba,2002,37.29421,13.53028,37.29421,44.11457,98.40598,9.5712,,33.7636
Cuba,2003,,10.68011,,,,9.94078,,
Cuba,2004,40.56768,10.24083,40.56768,44.32599,63.58032,10.26828,,31.76125
Cuba,2005,40.37672,10.30837,40.37672,47.90196,55.73746,10.55769,,30.31329
Cuba,2006,33.71987,9.97784,33.71987,42.85576,34.37717,9.05729,,29.31407
Cuba,2007,45.77522,9.64855,45.77522,53.75045,38.9552,11.86829,,30.13875
Cuba,2008,46.4336,9.61042,46.4336,53.91162,61.10499,14.05908,,25.47863
Cuba,2009,43.44697,9.43833,43.44697,51.01792,60.06932,13.12516,,25.46623
Cuba,2010,49.31205,9.12865,49.31205,52.11495,62.99303,12.83727,,29.03501
Cuba,2011,,9.11033,,,,,,
Cuba,2012,,9.05528,,,,,,
Cuba,2013,,9.06109,,,,,,
Croatia,1996,,19.60302,,,,,,
Croatia,1997,,18.94936,,,,,,
Croatia,1998,,19.88625,,,,,,
Croatia,1999,,19.20884,,,35.35055,,,
Croatia,2000,,18.77265,,,41.92314,,,
Croatia,2001,,18.27197,,,,,,
Croatia,2002,,17.93677,,,28.792,3.81086,7.96833,
Croatia,2003,,17.72563,,,26.16554,3.86755,8.27336,
Croatia,2004,,,,,24.31437,3.82086,8.19198,
Croatia,2005,,17.52572,,,,,,
Croatia,2006,,17.06071,,,,,,
Croatia,2007,,16.69378,,,24.91775,3.97111,8.88328,
Croatia,2008,,16.02884,,,28.99268,4.27013,9.62946,
Croatia,2009,,14.78459,,,26.35116,4.38925,9.30367,
Croatia,2010,,14.25609,,,22.96038,4.25217,9.08259,
Croatia,2011,,13.83132,,,25.61477,4.15795,8.57615,
Croatia,2012,,13.67519,,,,,,
Denmark,1985,,11.92714,,,,,,
Denmark,1986,,11.59069,,,,,,
Denmark,1987,,11.40025,,,,,,
Denmark,1988,,11.65544,,,,,,
Denmark,1989,,11.39385,,,,,,
Denmark,1990,,11.27789,,,,,,
Denmark,1992,,11.47412,,,,,,
Denmark,1993,,9.83742,,,,,,
Denmark,1994,,9.92763,,,,,,
Denmark,1995,,9.9358,,,,,,
Denmark,1996,,,,,,7.88494,,
Denmark,1998,26.33722,9.90887,26.33722,37.16649,61.29748,8.10674,14.63437,22.09163
Denmark,1999,24.05077,10.03223,24.05077,37.26456,64.40717,7.93116,14.54371,21.17968
Denmark,2000,23.6179,10.12217,23.6179,37.21645,68.46373,8.08433,15.34415,21.0204
Denmark,2001,24.80682,9.93301,24.80682,33.88396,73.58268,8.21545,15.54854,22.30624
Denmark,2002,23.97886,,23.97886,34.84693,71.96577,8.21303,15.43388,22.54934
Denmark,2003,,,,33.90777,65.09407,8.12194,15.14175,23.53289
Denmark,2004,24.22068,,24.22068,34.46099,60.96092,8.21188,15.48686,22.91051
Denmark,2005,24.60461,,24.60461,34.24398,54.08737,8.08275,15.77934,23.26011
Denmark,2006,23.94043,,23.94043,33.5209,52.10156,7.72783,15.51264,23.69029
Denmark,2007,23.8176,,23.8176,31.33791,52.28703,7.61377,15.3567,23.81598
Denmark,2008,24.15606,,24.15606,30.51287,50.49594,7.49236,14.83026,24.08552
Denmark,2009,28.08105,,28.08105,32.02684,55.2407,8.48796,14.94417,24.35669
Denmark,2010,28.07284,,28.07284,32.73164,54.31987,8.61798,15.10334,23.68345
Denmark,2011,21.8441,,21.8441,29.4436,51.31056,8.5471,15.03621,21.60023
Czech Republic,1971,,27.02685,,,,,,
Czech Republic,1972,,27.02718,,,,,,
Czech Republic,1973,,27.02701,,,,,,
Czech Republic,1974,,27.02752,,,,,,
Czech Republic,1975,,27.02692,,,,,,
Czech Republic,1976,,27.02756,,,,,,
Czech Republic,1977,,27.02749,,,,,,
Czech Republic,1978,,29.41132,,,,,,
Czech Republic,1979,,29.41173,,,,,,
Czech Republic,1981,,29.41175,,,,,,
Czech Republic,1982,,29.4118,,,,,,
Czech Republic,1983,,29.41233,,,,,,
Czech Republic,1984,,29.41189,,,,,,
Czech Republic,1985,,29.41146,,,,,,
Czech Republic,1986,,29.41227,,,,,,
Czech Republic,1987,,29.4121,,,,,,
Czech Republic,1988,,29.41218,,,,,,
Czech Republic,1989,,25.64486,,,,,,
Czech Republic,1990,,24.48745,,,,,,
Czech Republic,1991,,23.09835,,,,,,
Czech Republic,1992,,22.13338,,,,,,
Czech Republic,1993,,19.22587,,,,,,
Czech Republic,1994,,19.64303,,,,,,
Czech Republic,1995,,20.18596,,,,,,
Czech Republic,1996,,19.10252,,,,4.28387,,
Czech Republic,1998,9.67488,17.67153,9.67488,18.90037,32.6285,3.60358,8.63671,17.282
Czech Republic,1999,10.39877,18.28958,10.39877,20.14583,31.37137,3.69324,8.99875,17.9199
Czech Republic,2000,10.58886,16.88543,10.58886,19.50284,28.08639,3.6613,9.07353,18.18888
Czech Republic,2001,10.20573,17.71026,10.20573,19.28939,28.53971,3.75679,8.83908,16.76988
Czech Republic,2002,10.81844,17.3543,10.81844,20.65107,28.54733,3.98297,8.98813,16.08467
Czech Republic,2003,11.73165,16.79405,11.73165,21.37225,30.59316,4.15004,8.5548,15.71172
Czech Republic,2004,11.65012,16.41274,11.65012,21.16224,27.65266,4.02052,9.53951,15.18484
Czech Republic,2005,11.49706,16.24551,11.49706,20.94524,24.87496,3.89869,9.32313,14.52153
Czech Republic,2006,12.39569,15.65768,12.39569,21.12957,34.15937,4.22392,10.35338,13.56469
Czech Republic,2007,11.97508,18.7278,11.97508,20.24064,28.02441,3.875,9.69913,13.88772
Czech Republic,2008,12.46212,18.47503,12.46212,20.84054,23.53782,3.75273,9.34464,14.70676
Czech Republic,2009,15.08621,18.50084,15.08621,23.32272,24.32314,4.18041,9.58393,15.91159
Czech Republic,2010,14.89601,18.70713,14.89601,23.31763,21.98424,4.07352,9.48043,16.17658
Czech Republic,2011,15.44995,18.82126,15.44995,23.90806,25.99567,4.28418,10.09534,16.08905
Czech Republic,2012,,18.97433,,,,4.26371,9.74072,16.77759
Czech Republic,2013,,18.93175,,,,,,
Democratic Republic of Congo,1971,,42.56625,,,,,,
Democratic Republic of Congo,1972,,43.50178,,,,,,
Democratic Republic of Congo,1973,,40.90431,,,,,,
Democratic Republic of Congo,1984,,41.53049,,,,,,
Democratic Republic of Congo,1987,,36.62732,,,,,,
Democratic Republic of Congo,1992,,40.20943,,,,,,
Democratic Republic of Congo,1993,,41.53712,,,,,,
Democratic Republic of Congo,1994,,44.08473,,,,,,
Democratic Republic of Congo,1995,,44.7528,,,,,,
Democratic Republic of Congo,1998,,40.43316,,,,,,
Democratic Republic of Congo,1999,,26.01515,,,,,,
Democratic Republic of Congo,2002,,34.33504,,,,,,
Democratic Republic of Congo,2007,,38.29543,,,,,,
Democratic Republic of Congo,2008,,39.02034,,,,,,
Democratic Republic of Congo,2009,,37.32547,,,,,,
Democratic Republic of Congo,2010,2.99096,37.0131,2.99096,9.18346,,1.60244,8.97645,33.33619
Democratic Republic of Congo,2011,,37.37094,,,,,,
Democratic Republic of Congo,2012,,34.74758,,,,,,
Democratic Republic of Congo,2013,,37.06925,,,,2.24475,16.83461,61.59357
Djibouti,1971,,35.67778,,,,,,
Djibouti,1972,,30.5614,,,,,,
Djibouti,1973,,37.77184,,,,,,
Djibouti,1974,,37.22271,,,,,,
Djibouti,1975,,37.0757,,,,,,
Djibouti,1976,,36.43284,,,,,,
Djibouti,1979,,39.44413,,,,,,
Djibouti,1980,,42.29722,,,,,,
Djibouti,1981,,40.19332,,,,,,
Djibouti,1982,,41.07826,,,,,,
Djibouti,1983,,48.30496,,,,,,
Djibouti,1984,,44.04637,,,,,,
Djibouti,1985,,44.09589,,,,,,
Djibouti,1987,,43.98055,,,,,,
Djibouti,1988,,44.03664,,,,,,
Djibouti,1989,,43.87206,,,,,,
Djibouti,1990,,44.13221,,,,,,
Djibouti,1991,,42.73046,,,,,,
Djibouti,1992,,43.23927,,,,,,
Djibouti,1993,,42.84174,,,,,,
Djibouti,1994,,41.93774,,,,,,
Djibouti,1995,,39.75482,,,,,,
Djibouti,1996,,36.04279,,,,,,
Djibouti,1997,,33.66423,,,,,,
Djibouti,1998,43.00154,38.76771,43.00154,,,,,
Djibouti,1999,,39.5383,,,,7.62948,22.89607,
Djibouti,2000,,,,,,9.66,29.38595,
Djibouti,2001,,,,,,7.80543,26.28002,
Djibouti,2002,,,,,,8.4476,25.48931,
Djibouti,2003,,,,,,8.88985,24.27149,
Djibouti,2004,,34.54823,,,,9.26467,24.70114,
Djibouti,2005,,,,,,8.36589,22.71505,
Djibouti,2006,21.31894,33.63267,21.31894,,,8.27878,22.14541,17.57367
Djibouti,2007,22.52813,35.48341,22.52813,,,8.40625,22.26884,19.01406
Djibouti,2008,22.93428,34.0344,22.93428,30.82761,,,,
Djibouti,2009,,34.14014,,,,,,
Djibouti,2010,,,,,191.59898,4.49022,12.3284,34.08652
Djibouti,2011,,35.23512,,,,,,
Djibouti,2012,,34.93245,,,,,,
Djibouti,2013,,34.21598,,,,,,
Djibouti,2014,,33.23979,,,,,,
Dominican Republic,1971,,55.38453,,,,,,
Dominican Republic,1972,,55.71323,,,,,,
Dominican Republic,1973,,54.77386,,,,,,
Dominican Republic,1974,,52.9007,,,,,,
Dominican Republic,1975,,51.56871,,,,,,
Dominican Republic,1976,,50.81095,,,,,,
Dominican Republic,1983,,46.3499,,,,,,
Dominican Republic,1985,,43.44283,,,,,,
Dominican Republic,1996,,,,,,1.23468,,
Dominican Republic,1998,,30.66259,,,,,,
Dominican Republic,1999,,31.18106,,,,,,
Dominican Republic,2000,,31.03273,,,,1.91261,12.98848,
Dominican Republic,2001,,,,,,2.0237,12.50729,55.49953
Dominican Republic,2002,7.89702,32.60835,7.89702,,,1.97101,12.07972,62.76927
Dominican Republic,2003,,,,,,1.87636,9.70181,
Dominican Republic,2004,4.58821,25.23843,4.58821,3.30835,,,,
Dominican Republic,2005,7.01869,24.32793,7.01869,5.01719,,,,
Dominican Republic,2006,,22.51085,,,,,,
Dominican Republic,2007,8.54048,23.88067,8.54048,3.84679,,2.05124,12.57788,58.67903
Dominican Republic,2008,6.94519,19.62249,6.94519,6.08207,,,,
Dominican Republic,2009,6.9728,25.18972,6.9728,7.01272,,,,
Dominican Republic,2010,7.30482,25.53138,7.30482,6.5357,,,,
Dominican Republic,2011,7.06269,25.45855,7.06269,6.70305,,,,
Dominican Republic,2012,9.00642,23.6279,9.00642,8.25912,,,,
Dominican Republic,2013,,,,,0,,,
Dominica,1973,,34.7877,,,,,,
Dominica,1974,,38.05357,,,,,,
Dominica,1975,,37.92918,,,,,,
Dominica,1977,,38.0303,,,,,,
Dominica,1991,,29.23918,,,,,,
Dominica,1992,,29.27536,,,,,,
Dominica,1998,,,,,,7.16059,17.1116,47.25026
Dominica,1999,,19.80921,,,,4.99184,11.41962,
Dominica,2000,,19.55814,,,,,,
Dominica,2001,,18.52512,,,,,,
Dominica,2002,,18.64856,,,,,,
Dominica,2003,,19.01818,,,,,,
Dominica,2004,,19.02119,,,,,,
Dominica,2005,,18.19075,,,,,,
Dominica,2006,,17.23791,,,,,,
Dominica,2007,13.44082,17.32064,13.44082,12.26613,,,,
Dominica,2008,17.13223,16.738,17.13223,14.66431,,,,
Dominica,2009,13.30492,16.13922,13.30492,13.51737,,,,
Dominica,2010,14.79106,16.01969,14.79106,14.94671,,,,
Dominica,2011,14.94983,15.92564,14.94983,,,,,
Dominica,2012,13.39884,15.78295,13.39884,,,,,
Dominica,2013,,14.84121,,,,,,
Egypt,1971,,37.98025,,,,,,
Egypt,1976,,35.35867,,,,,,
Egypt,1977,,33.36982,,,,,,
Egypt,1978,,34.52648,,,,,,
Egypt,1979,,34.44526,,,,,,
Egypt,1980,,33.10761,,,,,,
Egypt,1982,,34.4931,,,,,,
Egypt,1983,,31.34519,,,,,,
Egypt,1984,,32.23946,,,,,,
Egypt,1986,,31.87956,,,,,,
Egypt,1987,,31.32996,,,,,,
Egypt,1988,,29.86008,,,,,,
Egypt,1989,,19.6581,,,,,,
Egypt,1990,,25.14449,,,,,,
Egypt,1991,,24.93352,,,,,,
Egypt,1992,,23.95754,,,,,,
Egypt,1993,,23.50758,,,,,,
Egypt,1994,,26.76104,,,,,,
Egypt,1995,,25.09622,,,,,,
Egypt,1996,,27.02079,,,,4.67157,,
Egypt,1997,,23.12247,,,,,,
Egypt,1999,,23.37189,,,,,,
Egypt,2000,,22.98104,,,,,,
Egypt,2001,,22.26153,,,,,,
Egypt,2002,,22.49667,,,,,,
Egypt,2003,,22.18727,,,,4.94563,14.04387,
Egypt,2004,,21.8606,,,,4.67072,13.79283,
Egypt,2005,,25.6326,,,,4.79443,14.42145,
Egypt,2006,,26.00118,,,,4.00178,10.59623,
Egypt,2007,,27.08402,,,,3.68461,10.44791,
Egypt,2008,,,,,,3.76083,10.44253,
Egypt,2009,,27.20919,,,,,,
Egypt,2010,,27.73437,,,,,,
Egypt,2013,,23.25013,,,,,,
Ecuador,1971,,36.97997,,,,,,
Ecuador,1972,,37.08638,,,,,,
Ecuador,1973,,37.52643,,,,,,
Ecuador,1974,,38.20217,,,,,,
Ecuador,1975,,37.49028,,,,,,
Ecuador,1976,,37.67877,,,,,,
Ecuador,1977,,35.89868,,,,,,
Ecuador,1978,,35.53701,,,,,,
Ecuador,1979,,37.28132,,,,,,
Ecuador,1980,,36.40746,,,,,,
Ecuador,1981,,36.17253,,,,,,
Ecuador,1982,,34.97651,,,,,,
Ecuador,1983,,36.11976,,,,,,
Ecuador,1984,,33.31607,,,,,,
Ecuador,1985,,32.2522,,,,,,
Ecuador,1986,,32.38547,,,,,,
Ecuador,1987,,32.21246,,,,,,
Ecuador,1988,,31.24253,,,,,,
Ecuador,1989,,29.26967,,,,,,
Ecuador,1990,,30.40775,,,,,,
Ecuador,1991,,30.2485,,,,,,
Ecuador,1992,,31.63678,,,,,,
Ecuador,1993,,31.36302,,,,,,
Ecuador,1994,,27.57674,,,,,,
Ecuador,1995,,26.35151,,,,,,
Ecuador,1996,,25.82958,,,,,,
Ecuador,1997,,25.31028,,,,,,
Ecuador,1998,,24.52709,,,,2.19537,10.86149,
Ecuador,1999,3.77574,23.6912,3.77574,8.21648,,1.54734,6.6746,38.23802
Ecuador,2000,2.82494,23.25134,2.82494,5.32311,,1.15093,4.9643,38.2881
Ecuador,2001,,23.06638,,,,,,
Ecuador,2002,,24.47064,,,,,,
Ecuador,2003,,23.73489,,,,,,
Ecuador,2004,,23.13241,,,,,,
Ecuador,2005,,22.89619,,,,,,
Ecuador,2006,,22.51506,,,,,,
Ecuador,2007,,22.56566,,,,,,
Ecuador,2009,,16.72454,,,,,,
Ecuador,2010,8.68149,18.77983,8.68149,14.38697,,4.07574,11.75183,30.12262
Ecuador,2011,8.30216,18.12219,8.30216,17.08757,30.53461,4.31455,10.96467,26.72924
Ecuador,2012,7.82805,18.19308,7.82805,14.55561,,4.18002,10.34829,25.41729
Ecuador,2013,7.47333,18.64059,7.47333,18.11389,,,,
El Salvador,1998,8.59863,,8.59863,8.00134,10.24134,2.31992,14.53233,58.19067
El Salvador,1999,8.57906,,8.57906,,,2.31992,13.60802,58.62344
El Salvador,2000,8.54524,,8.54524,7.48636,8.88472,2.54708,13.91002,53.43486
El Salvador,2002,10.23046,,10.23046,9.64578,10.9734,2.87054,15.89931,58.58606
El Salvador,2003,9.36178,45.50168,9.36178,8.94879,11.00874,2.75909,14.44008,57.18156
El Salvador,2004,,46.16032,,,,,,
El Salvador,2005,8.09431,43.23934,8.09431,9.20748,15.1109,2.73246,14.65582,51.00035
El Salvador,2006,8.59116,40.09995,8.59116,7.99543,14.32233,3.01268,15.57183,48.41582
El Salvador,2007,8.07162,39.67234,8.07162,9.40995,13.92652,3.05447,16.94065,46.39688
El Salvador,2008,8.79941,32.61124,8.79941,9.40995,,3.74166,19.44883,37.99142
El Salvador,2009,12.26187,31.00441,12.26187,12.69919,17.85423,3.96954,18.54698,48.13328
El Salvador,2010,9.8443,,9.8443,11.30593,17.68409,3.48668,16.16422,42.66873
El Salvador,2011,,29.28568,,,11.17981,3.41749,15.87258,
El Salvador,2013,,24.47664,,,,,,
Estonia,1994,,18.33845,,,,,,
Estonia,1996,,,,,,6.11469,,
Estonia,1997,,,,,,6.4572,17.85775,
