Entity,Year,Access to electricity (% population)- World Bank
Afghanistan,1999,0.016870929
Afghanistan,2000,0.16371274
Afghanistan,2001,1.006098986
Afghanistan,2002,3.467205048
Afghanistan,2003,7.209178925
Afghanistan,2004,13.96917152
Afghanistan,2005,23
Afghanistan,2006,27.5064106
Afghanistan,2007,34.29051208
Afghanistan,2008,42.4
Afghanistan,2009,47.88846588
Afghanistan,2010,42.7
Afghanistan,2011,61.51441956
Afghanistan,2012,69.1
Afghanistan,2013,75.15437317
Afghanistan,2014,89.5
Albania,1990,100
Albania,1991,100
Albania,1992,100
Albania,1993,100
Albania,1994,100
Albania,1995,100
Albania,1996,100
Albania,1997,100
Albania,1998,100
Albania,1999,100
Albania,2000,100
Albania,2001,100
Albania,2002,100
Albania,2003,100
Albania,2004,100
Albania,2005,100
Albania,2006,100
Albania,2007,100
Albania,2008,100
Albania,2009,100
Albania,2010,100
Albania,2011,100
Albania,2012,100
Albania,2013,100
Albania,2014,100
Algeria,1990,92.99005127
Algeria,1991,93.39325714
Algeria,1992,93.79601288
Algeria,1993,94.19605255
Algeria,1994,94.59069061
Algeria,1995,94.977211
Algeria,1996,95.35290527
Algeria,1997,95.715065
Algeria,1998,96.06099701
Algeria,1999,96.38908386
Algeria,2000,96.70213318
Algeria,2001,97.00404358
Algeria,2002,97.29869843
Algeria,2003,97.59001923
Algeria,2004,97.88188934
Algeria,2005,98.18426514
Algeria,2006,98.49073792
Algeria,2007,98.80651855
Algeria,2008,99.3
Algeria,2009,99.44389343
Algeria,2010,99.71117401
Algeria,2011,99.88954163
Algeria,2012,99.9730835
Algeria,2013,99.99691772
Algeria,2014,100
Andorra,1990,100
Andorra,1991,100
Andorra,1992,100
Andorra,1993,100
Andorra,1994,100
Andorra,1995,100
Andorra,1996,100
Andorra,1997,100
Andorra,1998,100
Andorra,1999,100
Andorra,2000,100
Andorra,2001,100
Andorra,2002,100
Andorra,2003,100
Andorra,2004,100
Andorra,2005,100
Andorra,2006,100
Andorra,2007,100
Andorra,2008,100
Andorra,2009,100
Andorra,2010,100
Andorra,2011,100
Andorra,2012,100
Andorra,2013,100
Andorra,2014,100
Angola,1990,47.83362961
Angola,1991,47.26111603
Angola,1992,46.6881485
Angola,1993,46.11248016
Angola,1994,45.53139496
Angola,1995,44.94219589
Angola,1996,44.34217453
Angola,1997,43.72862244
Angola,1998,43.09883499
Angola,1999,42.45120621
Angola,2000,41.78853989
Angola,2001,41.11472702
Angola,2002,40.43367004
Angola,2003,39.74926758
Angola,2004,39.06541824
Angola,2005,38.38602448
Angola,2006,37.71497726
Angola,2007,37.5
Angola,2008,36.40599823
Angola,2009,35.76550674
Angola,2010,35.13201904
Angola,2011,34.6
Angola,2012,33.87903595
Angola,2013,33.2560463
Angola,2014,32
Antigua and Barbuda,1990,81.76303101
Antigua and Barbuda,1991,82.43552399
Antigua and Barbuda,1992,83.10756683
Antigua and Barbuda,1993,83.77690887
Antigua and Barbuda,1994,84.44083405
Antigua and Barbuda,1995,85.09664917
Antigua and Barbuda,1996,85.74163055
Antigua and Barbuda,1997,86.37309265
Antigua and Barbuda,1998,86.98831177
Antigua and Barbuda,1999,87.58570099
Antigua and Barbuda,2000,88.16803741
Antigua and Barbuda,2001,88.73923492
Antigua and Barbuda,2002,89.30319214
Antigua and Barbuda,2003,89.86380005
Antigua and Barbuda,2004,90.42495728
Antigua and Barbuda,2005,90.9905777
Antigua and Barbuda,2006,91.56453705
Antigua and Barbuda,2007,92.14981079
Antigua and Barbuda,2008,92.74558258
Antigua and Barbuda,2009,93.35009766
Antigua and Barbuda,2010,93.96161652
Antigua and Barbuda,2011,94.55201403
Antigua and Barbuda,2012,95.19865417
Antigua and Barbuda,2013,95.82067871
Antigua and Barbuda,2014,96.44298553
Argentina,1990,90.75908661
Argentina,1991,91.22473145
Argentina,1992,91.68991852
Argentina,1993,92.15240479
Argentina,1994,92.60948181
Argentina,1995,93.05843353
Argentina,1996,93.49656677
Argentina,1997,93.9211731
Argentina,1998,94.32954407
Argentina,1999,94.72006989
Argentina,2000,95.09555817
Argentina,2001,95.51106347
Argentina,2002,95.81700897
Argentina,2003,96.17076111
Argentina,2004,96.52507019
Argentina,2005,96.88382721
Argentina,2006,97.25093842
Argentina,2007,97.62935638
Argentina,2008,98.02481842
Argentina,2009,98.42118835
Argentina,2010,98.82
Argentina,2011,99.22019196
Argentina,2012,99.57305908
Argentina,2013,99.83154297
Argentina,2014,100
Armenia,1990,97.25182343
Armenia,1991,97.45218658
Armenia,1992,97.65210724
Armenia,1993,97.84931946
Armenia,1994,98.03503418
Armenia,1995,98.21669006
Armenia,1996,98.3875351
Armenia,1997,98.5450592
Armenia,1998,98.68743134
Armenia,1999,98.81430817
Armenia,2000,98.9
Armenia,2001,100
Armenia,2002,98
Armenia,2003,99.21535492
Armenia,2004,99.30730438
Armenia,2005,99.8
Armenia,2006,99.50715637
Armenia,2007,99.61998749
Armenia,2008,99.73951721
Armenia,2009,99.85289001
Armenia,2010,99.8
Armenia,2011,99.9835434
Armenia,2012,99.99794006
Armenia,2013,100
Armenia,2014,100
Aruba,1990,88.96104431
Aruba,1991,89.25134277
Aruba,1992,89.5411911
Aruba,1993,89.82833862
Aruba,1994,90.11006927
Aruba,1995,90.38368988
Aruba,1996,90.64647675
Aruba,1997,90.89574432
Aruba,1998,91.12876892
Aruba,1999,91.34395599
Aruba,2000,91.660398
Aruba,2001,91.73310852
Aruba,2002,91.91486359
Aruba,2003,92.09327698
Aruba,2004,92.27224731
Aruba,2005,92.45566559
Aruba,2006,92.64743042
Aruba,2007,92.85050964
Aruba,2008,93.06408691
Aruba,2009,93.2864151
Aruba,2010,93.35629215
Aruba,2011,93.75031281
Aruba,2012,93.98838806
Aruba,2013,94.22821045
Aruba,2014,94.46832275
Australia,1990,100
Australia,1991,100
Australia,1992,100
Australia,1993,100
Australia,1994,100
Australia,1995,100
Australia,1996,100
Australia,1997,100
Australia,1998,100
Australia,1999,100
Australia,2000,100
Australia,2001,100
Australia,2002,100
Australia,2003,100
Australia,2004,100
Australia,2005,100
Australia,2006,100
Australia,2007,100
Australia,2008,100
Australia,2009,100
Australia,2010,100
Australia,2011,100
Australia,2012,100
Australia,2013,100
Australia,2014,100
Austria,1990,100
Austria,1991,100
Austria,1992,100
Austria,1993,100
Austria,1994,100
Austria,1995,100
Austria,1996,100
Austria,1997,100
Austria,1998,100
Austria,1999,100
Austria,2000,100
Austria,2001,100
Austria,2002,100
Austria,2003,100
Austria,2004,100
Austria,2005,100
Austria,2006,100
Austria,2007,100
Austria,2008,100
Austria,2009,100
Austria,2010,100
Austria,2011,100
Austria,2012,100
Austria,2013,100
Austria,2014,100
Azerbaijan,1990,93.8162384
Azerbaijan,1991,94.26899719
Azerbaijan,1992,94.72130585
Azerbaijan,1993,95.1709137
Azerbaijan,1994,95.61510468
Azerbaijan,1995,96.05118561
Azerbaijan,1996,96.4764328
Azerbaijan,1997,96.88816071
Azerbaijan,1998,97.28364563
Azerbaijan,1999,97
Azerbaijan,2000,98.01556396
Azerbaijan,2001,98.36993408
Azerbaijan,2002,100
Azerbaijan,2003,99.0592804
Azerbaijan,2004,99.38833618
Azerbaijan,2005,99.67290497
Azerbaijan,2006,99.5
Azerbaijan,2007,99.9670105
Azerbaijan,2008,99.99606323
Azerbaijan,2009,100
Azerbaijan,2010,100
Azerbaijan,2011,100
Azerbaijan,2012,100
Azerbaijan,2013,100
Azerbaijan,2014,100
Bahamas,1990,90.26911926
Bahamas,1991,90.83250427
Bahamas,1992,91.39544678
Bahamas,1993,91.95567322
Bahamas,1994,92.51049042
Bahamas,1995,93.05719757
Bahamas,1996,93.59307098
Bahamas,1997,94.11541748
Bahamas,1998,94.62153625
Bahamas,1999,95.10980988
Bahamas,2000,95.58304596
Bahamas,2001,96.065547
Bahamas,2002,96.49997711
Bahamas,2003,96.95147705
Bahamas,2004,97.40352631
Bahamas,2005,97.86003113
Bahamas,2006,98.33274841
Bahamas,2007,98.80426025
Bahamas,2008,99.25509644
Bahamas,2009,99.62670898
Bahamas,2010,99.86366272
Bahamas,2011,99.96853638
Bahamas,2012,99.99661255
Bahamas,2013,100
Bahamas,2014,100
Bahrain,2001,100
Bahrain,2002,100
Bahrain,2003,100
Bahrain,2004,100
Bahrain,2005,100
Bahrain,2006,100
Bahrain,2007,100
Bahrain,2008,100
Bahrain,2009,100
Bahrain,2010,100
Bahrain,2011,100
Bahrain,2012,100
Bahrain,2013,100
Bahrain,2014,100
Bangladesh,1990,7.576311588
Bangladesh,1991,9.997324944
Bangladesh,1992,12.41788769
Bangladesh,1993,14.8357439
Bangladesh,1994,17.8
Bangladesh,1995,19.65251732
Bangladesh,1996,22.04602051
Bangladesh,1997,22.4
Bangladesh,1998,26.7897377
Bangladesh,1999,29.13563728
Bangladesh,2000,32
Bangladesh,2001,33.78621292
Bangladesh,2002,36.0986824
Bangladesh,2003,38.40781021
Bangladesh,2004,40.6
Bangladesh,2005,44.23
Bangladesh,2006,45.35409927
Bangladesh,2007,46.5
Bangladesh,2008,50.03217697
Bangladesh,2009,52.38521576
Bangladesh,2010,55.26
Bangladesh,2011,59.6
Bangladesh,2012,59.47932434
Bangladesh,2013,61.5
Bangladesh,2014,62.4
Belgium,1990,100
Belgium,1991,100
Belgium,1992,100
Belgium,1993,100
Belgium,1994,100
Belgium,1995,100
Belgium,1996,100
Belgium,1997,100
Belgium,1998,100
Belgium,1999,100
Belgium,2000,100
Belgium,2001,100
Belgium,2002,100
Belgium,2003,100
Belgium,2004,100
Belgium,2005,100
Belgium,2006,100
Belgium,2007,100
Belgium,2008,100
Belgium,2009,100
Belgium,2010,100
Belgium,2011,100
Belgium,2012,100
Belgium,2013,100
Belgium,2014,100
Barbados,2000,100
Barbados,2001,100
Barbados,2002,100
Barbados,2003,100
Barbados,2004,100
Barbados,2005,100
Barbados,2006,100
Barbados,2007,100
Barbados,2008,100
Barbados,2009,100
Barbados,2010,100
Barbados,2011,100
Barbados,2012,100
Barbados,2013,100
Barbados,2014,100
Belarus,1990,100
Belarus,1991,100
Belarus,1992,100
Belarus,1993,100
Belarus,1994,100
Belarus,1995,100
Belarus,1996,100
Belarus,1997,100
Belarus,1998,100
Belarus,1999,100
Belarus,2000,100
Belarus,2001,100
Belarus,2002,100
Belarus,2003,100
Belarus,2004,100
Belarus,2005,100
Belarus,2006,100
Belarus,2007,100
Belarus,2008,100
Belarus,2009,100
Belarus,2010,100
Belarus,2011,100
Belarus,2012,100
Belarus,2013,100
Belarus,2014,100
Belize,1990,77.61639404
Belize,1991,78.29534149
Belize,1992,78.97384644
Belize,1993,79.64963531
Belize,1994,80.32001495
Belize,1995,80.98228455
Belize,1996,81.6337204
Belize,1997,82.27163696
Belize,1998,82.89331055
Belize,1999,83.49714661
Belize,2000,84.08594513
Belize,2001,84.66359711
Belize,2002,85.23400879
Belize,2003,85.80107117
Belize,2004,86.36868286
Belize,2005,86.94075012
Belize,2006,87.52116394
Belize,2007,88.11289215
Belize,2008,88.71511841
Belize,2009,89.32609558
Belize,2010,89.91722437
Belize,2011,90.56729126
Belize,2012,91.1940155
Belize,2013,91.82248688
Belize,2014,92.45124817
Benin,1990,7.227713108
Benin,1991,8.595435143
Benin,1992,9.962705612
Benin,1993,11.32727051
Benin,1994,12.6864233
Benin,1995,14.03745937
Benin,1996,14.5
Benin,1997,16.70435524
Benin,1998,18.01480484
Benin,1999,19.3074131
Benin,2000,20.58498192
Benin,2001,21.9
Benin,2002,23.11058426
Benin,2003,24.36641884
Benin,2004,25.62280655
Benin,2005,26.8836441
Benin,2006,27.9
Benin,2007,29.43333054
Benin,2008,30.72432709
Benin,2009,32.02407455
Benin,2010,34.2
Benin,2011,36.9
Benin,2012,38.4
Benin,2013,37.27555466
Benin,2014,34.1
Bermuda,1990,100
Bermuda,1991,100
Bermuda,1992,100
Bermuda,1993,100
Bermuda,1994,100
Bermuda,1995,100
Bermuda,1996,100
Bermuda,1997,100
Bermuda,1998,100
Bermuda,1999,100
Bermuda,2000,100
Bermuda,2001,100
Bermuda,2002,100
Bermuda,2003,100
Bermuda,2004,100
Bermuda,2005,100
Bermuda,2006,100
Bermuda,2007,100
Bermuda,2008,100
Bermuda,2009,100
Bermuda,2010,100
Bermuda,2011,100
Bermuda,2012,100
Bermuda,2013,100
Bermuda,2014,100
Bhutan,1991,0.034340307
Bhutan,1992,0.260303587
Bhutan,1993,1.184689164
Bhutan,1994,1.56777966
Bhutan,1995,6.682752609
Bhutan,1996,11.78690243
Bhutan,1997,16.87752342
Bhutan,1998,21.95190811
Bhutan,1999,27.00845528
Bhutan,2000,32.04995728
Bhutan,2001,37.08031845
Bhutan,2002,42.10343552
Bhutan,2003,41.1
Bhutan,2004,52.1435318
Bhutan,2005,59.80811164
Bhutan,2006,62.20143509
Bhutan,2007,71.8
Bhutan,2008,72.30080414
Bhutan,2009,77.36448669
Bhutan,2010,82.43516541
Bhutan,2011,87.51110077
Bhutan,2012,91.5
Bhutan,2013,97.67171478
Bhutan,2014,100
Bolivia,1990,54.7538414
Bolivia,1991,56.30331421
Bolivia,1992,57.85233688
Bolivia,1993,59.39865112
Bolivia,1994,64.1
Bolivia,1995,62.47234344
Bolivia,1996,63.99430847
Bolivia,1997,67.330431
Bolivia,1998,71.2
Bolivia,1999,70.929888
Bolivia,2000,69.963045
Bolivia,2001,69.258539
Bolivia,2002,63.996855
Bolivia,2003,72.3
Bolivia,2004,75.69345093
Bolivia,2005,68.288209
Bolivia,2006,76.211281
Bolivia,2007,80.156567
Bolivia,2008,84.674991
Bolivia,2009,86.765597
Bolivia,2010,84.49197388
Bolivia,2011,88.335943
Bolivia,2012,90.387375
Bolivia,2013,89.505686
Bolivia,2014,90.038729
Bosnia and Herzegovina,1990,96.26522827
Bosnia and Herzegovina,1991,96.53527832
Bosnia and Herzegovina,1992,96.80487061
Bosnia and Herzegovina,1993,97.07176208
Bosnia and Herzegovina,1994,97.33324432
Bosnia and Herzegovina,1995,97.58660889
Bosnia and Herzegovina,1996,97.82914734
Bosnia and Herzegovina,1997,98.0462265
Bosnia and Herzegovina,1998,98.25828552
Bosnia and Herzegovina,1999,98.45483398
Bosnia and Herzegovina,2000,98.63742828
Bosnia and Herzegovina,2001,99.4
Bosnia and Herzegovina,2002,98.5
Bosnia and Herzegovina,2003,99.13459778
Bosnia and Herzegovina,2004,99.2962265
Bosnia and Herzegovina,2005,99.46206665
Bosnia and Herzegovina,2006,99.63188171
Bosnia and Herzegovina,2007,99.7
Bosnia and Herzegovina,2008,99.91215515
Bosnia and Herzegovina,2009,99.97640991
Bosnia and Herzegovina,2010,99.99703979
Bosnia and Herzegovina,2011,100
Bosnia and Herzegovina,2012,100
Bosnia and Herzegovina,2013,100
Bosnia and Herzegovina,2014,100
Botswana,1990,5.807373047
Botswana,1991,10.1
Botswana,1992,10.15149498
Botswana,1993,12.32062435
Botswana,1994,14.48434258
Botswana,1995,16.63994408
Botswana,1996,18.78472137
Botswana,1997,20.91596985
Botswana,1998,23.03098297
Botswana,1999,25.12815666
Botswana,2000,27.210289
Botswana,2001,24.8
Botswana,2002,31.3450222
Botswana,2003,33.4054184
Botswana,2004,35.46637344
Botswana,2005,37.53177643
Botswana,2006,39.60552979
Botswana,2007,41.6905899
Botswana,2008,43.1
Botswana,2009,45.89046478
Botswana,2010,48.00177383
Botswana,2011,53.24
Botswana,2012,52.23839188
Botswana,2013,54.36020279
Botswana,2014,56.48230362
Brazil,1990,87.475116
Brazil,1991,89.68133545
Brazil,1992,88.803833
Brazil,1993,89.999927
Brazil,1994,91.36769104
Brazil,1995,91.728598
Brazil,1996,92.867095
Brazil,1997,93.354139
Brazil,1998,94.193812
Brazil,1999,94.76296
Brazil,2000,94.45697021
Brazil,2001,96.016528
Brazil,2002,96.652996
Brazil,2003,96.980098
Brazil,2004,96.765107
Brazil,2005,97.093513
Brazil,2006,97.594314
Brazil,2007,98.125382
Brazil,2008,98.526625
Brazil,2009,98.856938
Brazil,2010,99.1600647
Brazil,2011,99.328691
Brazil,2012,99.519494
Brazil,2013,99.575151
Brazil,2014,99.650247
Brunei,1990,100
Brunei,1991,100
Brunei,1992,100
Brunei,1993,100
Brunei,1994,100
Brunei,1995,100
Brunei,1996,100
Brunei,1997,100
Brunei,1998,100
Brunei,1999,100
Brunei,2000,100
Brunei,2001,100
Brunei,2002,100
Brunei,2003,100
Brunei,2004,100
Brunei,2005,100
Brunei,2006,100
Brunei,2007,100
Brunei,2008,100
Brunei,2009,100
Brunei,2010,100
Brunei,2011,100
Brunei,2012,100
Brunei,2013,100
Brunei,2014,100
Bulgaria,1990,100
Bulgaria,1991,100
Bulgaria,1992,100
Bulgaria,1993,100
Bulgaria,1994,100
Bulgaria,1995,100
Bulgaria,1996,100
Bulgaria,1997,100
Bulgaria,1998,100
Bulgaria,1999,100
Bulgaria,2000,100
Bulgaria,2001,100
Bulgaria,2002,100
Bulgaria,2003,100
Bulgaria,2004,100
Bulgaria,2005,100
Bulgaria,2006,100
Bulgaria,2007,100
Bulgaria,2008,100
Bulgaria,2009,100
Bulgaria,2010,100
Bulgaria,2011,100
Bulgaria,2012,100
Bulgaria,2013,100
Bulgaria,2014,100
Burkina Faso,1990,2.752827406
Burkina Faso,1991,3.429683208
Burkina Faso,1992,4.106088161
Burkina Faso,1993,6.1
Burkina Faso,1994,5.448074818
Burkina Faso,1995,6.108244896
Burkina Faso,1996,6.757591724
Burkina Faso,1997,7.393409729
Burkina Faso,1998,8.012992859
Burkina Faso,1999,6.9
Burkina Faso,2000,9.20143795
Burkina Faso,2001,9.776995659
Burkina Faso,2002,10.34531021
Burkina Faso,2003,11.4
Burkina Faso,2004,11.47579956
Burkina Faso,2005,12.04577255
Burkina Faso,2006,12.62409592
Burkina Faso,2007,13.213727
Burkina Faso,2008,13.81385708
Burkina Faso,2009,14.42273808
Burkina Faso,2010,13.1
Burkina Faso,2011,15.65974617
Burkina Faso,2012,16.28437614
Burkina Faso,2013,16.91075516
Burkina Faso,2014,19.2
Burundi,1990,1.453455091
Burundi,1991,1.733715534
Burundi,1992,2.013525009
Burundi,1993,2.29062891
Burundi,1994,2.562320948
Burundi,1995,2.825895786
Burundi,1996,3.078647375
Burundi,1997,3.317869902
Burundi,1998,3.9
Burundi,1999,3.746005535
Burundi,2000,3.93611145
Burundi,2001,4.115074635
Burundi,2002,4.286792755
Burundi,2003,4.455165863
Burundi,2004,4.624091625
Burundi,2005,4.797469139
Burundi,2006,4.979197025
Burundi,2007,5.172233105
Burundi,2008,4.8
Burundi,2009,5.588053226
Burundi,2010,5.3
Burundi,2011,6.031871319
Burundi,2012,6.5
Burundi,2013,6.489688396
Burundi,2014,7
Cambodia,1991,0.103671074
Cambodia,1992,0.470170826
Cambodia,1993,0.554133475
Cambodia,1994,2.740148067
Cambodia,1995,4.918045521
Cambodia,1996,7.085119724
Cambodia,1997,9.238664627
Cambodia,1998,18.67
Cambodia,1999,13.49544525
Cambodia,2000,16.6
Cambodia,2001,17.6931591
Cambodia,2002,19.7791996
Cambodia,2003,19.3
Cambodia,2004,23.94514465
Cambodia,2005,20.5
Cambodia,2006,28.12889481
Cambodia,2007,30.23625374
Cambodia,2008,26.4
Cambodia,2009,34.48071671
Cambodia,2010,31.1
Cambodia,2011,38.75318146
Cambodia,2012,40.89553833
Cambodia,2013,43.03964233
Cambodia,2014,56.1
Cameroon,1990,30.0637989
Cameroon,1991,29
Cameroon,1992,32.4811058
Cameroon,1993,33.6868248
Cameroon,1994,34.88713455
Cameroon,1995,36.07932663
Cameroon,1996,37.26069641
Cameroon,1997,38.42853546
Cameroon,1998,40.7
Cameroon,1999,40.71390533
Cameroon,2000,41
Cameroon,2001,46.2
Cameroon,2002,44.04054642
Cameroon,2003,45.1375351
Cameroon,2004,47.1
Cameroon,2005,47.33707428
Cameroon,2006,49
Cameroon,2007,48.2
Cameroon,2008,50.70122528
Cameroon,2009,51.84212875
Cameroon,2010,52.9900322
Cameroon,2011,53.7
Cameroon,2012,55.29983139
Cameroon,2013,56.45823288
Cameroon,2014,56.8
Canada,1990,100
Canada,1991,100
Canada,1992,100
Canada,1993,100
Canada,1994,100
Canada,1995,100
Canada,1996,100
Canada,1997,100
Canada,1998,100
Canada,1999,100
Canada,2000,100
Canada,2001,100
Canada,2002,100
Canada,2003,100
Canada,2004,100
Canada,2005,100
Canada,2006,100
Canada,2007,100
Canada,2008,100
Canada,2009,100
Canada,2010,100
Canada,2011,100
Canada,2012,100
Canada,2013,100
Canada,2014,100
Cape Verde,1990,28.26068306
Cape Verde,1991,30.90181732
Cape Verde,1992,33.54250336
Cape Verde,1993,36.18048096
Cape Verde,1994,38.8130455
Cape Verde,1995,41.43749619
Cape Verde,1996,44.05112076
Cape Verde,1997,46.65121841
Cape Verde,1998,49.23508072
Cape Verde,1999,51.80110168
Cape Verde,2000,54.35208511
Cape Verde,2001,56.891922
Cape Verde,2002,58.6
Cape Verde,2003,61.95376205
Cape Verde,2004,64.48355865
Cape Verde,2005,67
Cape Verde,2006,69.56041718
Cape Verde,2007,72.11432648
Cape Verde,2008,74.67873383
Cape Verde,2009,77.25189209
Cape Verde,2010,81.1
Cape Verde,2011,82.41745758
Cape Verde,2012,85.00637054
Cape Verde,2013,87.59703064
Cape Verde,2014,90.18797302
Central African Republic,1990,0.398507953
Central African Republic,1991,0.956472993
Central African Republic,1992,1.513987064
Central African Republic,1993,2.068795204
Central African Republic,1994,2.618191957
Central African Republic,1995,3
Central African Republic,1996,3.68992734
Central African Republic,1997,4.206854343
Central African Republic,1998,4.707546711
Central African Republic,1999,5.19039917
Central African Republic,2000,6
Central African Republic,2001,6.114877224
Central African Republic,2002,6.56430006
Central African Republic,2003,7.010377407
Central African Republic,2004,7.457007885
Central African Republic,2005,7.908089638
Central African Republic,2006,8.36752224
Central African Republic,2007,8.838262558
Central African Republic,2008,9.319502831
Central African Republic,2009,9.809492111
Central African Republic,2010,9.8
Central African Republic,2011,10.80871868
Central African Republic,2012,11.31445694
Central African Republic,2013,11.82194519
Central African Republic,2014,12.32972527
Cayman Islands,1990,100
Cayman Islands,1991,100
Cayman Islands,1992,100
Cayman Islands,1993,100
Cayman Islands,1994,100
Cayman Islands,1995,100
Cayman Islands,1996,100
Cayman Islands,1997,100
Cayman Islands,1998,100
Cayman Islands,1999,100
Cayman Islands,2000,100
Cayman Islands,2001,100
Cayman Islands,2002,100
Cayman Islands,2003,100
Cayman Islands,2004,100
Cayman Islands,2005,100
Cayman Islands,2006,100
Cayman Islands,2007,100
Cayman Islands,2008,100
Cayman Islands,2009,100
Cayman Islands,2010,100
Cayman Islands,2011,100
Cayman Islands,2012,100
Cayman Islands,2013,100
Cayman Islands,2014,100
Chile,1990,92.257427
Chile,1991,94.07894897
Chile,1992,94.560057
Chile,1993,94.81132507
Chile,1994,95.17074585
Chile,1995,95.52204895
Chile,1996,95.617315
Chile,1997,96.18948364
Chile,1998,97.241124
Chile,1999,96.79307556
Chile,2000,97.938687
Chile,2001,97.33760071
Chile,2002,97.5970459
Chile,2003,98.782325
Chile,2004,98.11312866
Chile,2005,98.37696838
Chile,2006,99.368108
Chile,2007,98.92881012
Chile,2008,99.21689606
Chile,2009,99.593662
Chile,2010,99.73860168
Chile,2011,99.588193
Chile,2012,99.97544861
Chile,2013,99.6
Chile,2014,100
Chad,1991,0.031614438
Chad,1992,0.110866964
Chad,1993,0.301871508
Chad,1994,0.581031799
Chad,1995,1.008564115
Chad,1996,1.42527318
Chad,1997,2.3
Chad,1998,2.21539855
Chad,1999,2.584504128
Chad,2000,2.938567638
Chad,2001,3.28148818
Chad,2002,3.617164135
Chad,2003,3.9494946
Chad,2004,3.5
Chad,2005,4.619713306
Chad,2006,4.965398788
Chad,2007,5.322392464
Chad,2008,5.689885139
Chad,2009,6.0661273
Chad,2010,6.4
Chad,2011,6.837860584
Chad,2012,7.229851723
Chad,2013,7.623592854
Chad,2014,8.017625809
Channel Islands,1990,100
Channel Islands,1991,100
Channel Islands,1992,100
Channel Islands,1993,100
Channel Islands,1994,100
Channel Islands,1995,100
Channel Islands,1996,100
Channel Islands,1997,100
Channel Islands,1998,100
Channel Islands,1999,100
Channel Islands,2000,100
Channel Islands,2001,100
Channel Islands,2002,100
Channel Islands,2003,100
Channel Islands,2004,100
Channel Islands,2005,100
Channel Islands,2006,100
Channel Islands,2007,100
Channel Islands,2008,100
Channel Islands,2009,100
Channel Islands,2010,100
Channel Islands,2011,100
Channel Islands,2012,100
Channel Islands,2013,100
Channel Islands,2014,100
Comoros,1990,14.41678429
Comoros,1991,16.95042992
Comoros,1992,19.4836235
Comoros,1993,22.01411247
Comoros,1994,24.53918839
Comoros,1995,27.05614662
Comoros,1996,28.9
Comoros,1997,32.05488968
Comoros,1998,34.53126144
Comoros,1999,36.98979568
Comoros,2000,39.43328476
Comoros,2001,41.86563492
Comoros,2002,44.8
Comoros,2003,46.7124939
Comoros,2004,49.13480377
Comoros,2005,51.5615654
Comoros,2006,53.9966774
Comoros,2007,56.44309998
Comoros,2008,58.9000206
Comoros,2009,61.36568832
Comoros,2010,63.83835602
Comoros,2011,66.31627655
Comoros,2012,69.3
Comoros,2013,71.2808609
Comoros,2014,73.76432037
Colombia,1990,89.9
Colombia,1991,90.71046448
Colombia,1992,91.09864807
Colombia,1993,91.48412323
Colombia,1994,91.86418915
Colombia,1995,91.2
Colombia,1996,92.59725952
Colombia,1997,92.94485474
Colombia,1998,93.2762146
Colombia,1999,93.58973694
Colombia,2000,95.2
Colombia,2001,94.17554474
Colombia,2002,94.45563507
Colombia,2003,94.73238373
Colombia,2004,95.0096817
Colombia,2005,96.8
Colombia,2006,95.58152771
Colombia,2007,95.88293457
Colombia,2008,96.806763
Colombia,2009,96.057229
Colombia,2010,96.788995
Colombia,2011,96.6936
Colombia,2012,97.032176
Colombia,2013,97.779418
Colombia,2014,97.790938
China,1990,89.39480591
China,1991,89.96698761
China,1992,90.53871155
China,1993,91.10773468
China,1994,91.67134857
China,1995,92.22684479
China,1996,92.77151489
China,1997,93.30265808
China,1998,93.81756592
China,1999,94.3146286
China,2000,94.79665375
China,2001,95.26753998
China,2002,95.73117828
China,2003,96.19146729
China,2004,96.65231323
China,2005,97.11760712
China,2006,97.59125519
China,2007,98.08387756
China,2008,98.57659149
China,2009,99.06166077
China,2010,99.7
China,2011,99.79426575
China,2012,99.94684601
China,2013,99.99354553
China,2014,100
Cote d'Ivoire,1990,36.65949249
Cote d'Ivoire,1991,37.78728104
Cote d'Ivoire,1992,38.91461563
Cote d'Ivoire,1993,40.03924942
Cote d'Ivoire,1994,36.5
Cote d'Ivoire,1995,42.2695694
Cote d'Ivoire,1996,43.36985016
Cote d'Ivoire,1997,44.45660019
Cote d'Ivoire,1998,45.52711487
Cote d'Ivoire,1999,48.2
Cote d'Ivoire,2000,47.61742401
Cote d'Ivoire,2001,48.64391708
Cote d'Ivoire,2002,51.4
Cote d'Ivoire,2003,50.67906189
Cote d'Ivoire,2004,51.69551468
Cote d'Ivoire,2005,58.9
Cote d'Ivoire,2006,53.74567795
Cote d'Ivoire,2007,54.78623962
Cote d'Ivoire,2008,55.83730316
Cote d'Ivoire,2009,56.8971138
Cote d'Ivoire,2010,57.96392822
Cote d'Ivoire,2011,59.03598785
Cote d'Ivoire,2012,55.8
Cote d'Ivoire,2013,61.18886185
Cote d'Ivoire,2014,61.9
Costa Rica,1990,97.24009705
Costa Rica,1991,97.40356445
Costa Rica,1992,97.56658936
Costa Rica,1993,97.72690582
Costa Rica,1994,97.88181305
Costa Rica,1995,98.0286026
Costa Rica,1996,98.16456604
Costa Rica,1997,98.28700256
Costa Rica,1998,98.39320374
Costa Rica,1999,98.48156738
Costa Rica,2000,98.55488586
Costa Rica,2001,98.24978
